film_id,film_title,category_name,customer_id,customer_name,store_city,store_country,rental_date,customer_total_spend_for_film
683,PITY BOUND,Drama,535,JAVIER ELROD,Lethbridge,Canada,2005-05-30 18:07:00,4.99
300,FALCON VOLUME,Animation,535,JAVIER ELROD,Woodridge,Australia,2005-06-16 14:25:09,4.99
545,MADNESS ATTACKS,Foreign,535,JAVIER ELROD,Woodridge,Australia,2005-06-21 02:20:24,4.99
92,BOWFINGER GABLES,Horror,535,JAVIER ELROD,Lethbridge,Canada,2005-07-07 18:22:30,4.99
361,GLEAMING JAWBREAKER,Sports,535,JAVIER ELROD,Lethbridge,Canada,2005-07-08 12:32:08,6.99
16,ALLEY EVOLUTION,Foreign,535,JAVIER ELROD,Woodridge,Australia,2005-07-08 13:42:36,2.99
67,BERETS AGENT,Action,535,JAVIER ELROD,Woodridge,Australia,2005-07-08 21:30:53,6.99
258,DRUMS DYNAMITE,Horror,535,JAVIER ELROD,Woodridge,Australia,2005-07-10 04:21:10,0.99
320,FLAMINGOS CONNECTICUT,New,535,JAVIER ELROD,Woodridge,Australia,2005-07-10 20:00:25,8.99
829,SPINAL ROCKY,Family,535,JAVIER ELROD,Lethbridge,Canada,2005-07-12 03:19:14,2.99
322,FLATLINERS KILLER,Sports,535,JAVIER ELROD,Lethbridge,Canada,2005-07-29 06:03:30,2.99
556,MALTESE HOPE,Games,535,JAVIER ELROD,Lethbridge,Canada,2005-07-29 14:47:45,4.99
91,BOUND CHEAPER,Classics,535,JAVIER ELROD,Lethbridge,Canada,2005-07-30 21:40:15,0.99
390,GUYS FALCON,Sci-Fi,535,JAVIER ELROD,Lethbridge,Canada,2005-07-31 01:01:06,4.99
338,FRISCO FORREST,Sci-Fi,535,JAVIER ELROD,Woodridge,Australia,2005-08-01 04:44:13,5.99
317,FIREBALL PHILADELPHIA,Comedy,535,JAVIER ELROD,Lethbridge,Canada,2005-08-01 05:46:33,3.99
917,TUXEDO MILE,Sports,535,JAVIER ELROD,Lethbridge,Canada,2005-08-17 08:40:55,8.99
236,DIVINE RESURRECTION,Games,535,JAVIER ELROD,Woodridge,Australia,2005-08-17 13:43:07,7.99
626,NOON PAPI,Children,535,JAVIER ELROD,Woodridge,Australia,2005-08-18 01:03:52,2.99
39,ARMAGEDDON LOST,Sci-Fi,535,JAVIER ELROD,Lethbridge,Canada,2005-08-18 03:16:54,0.99
914,TROUBLE DATE,Travel,535,JAVIER ELROD,Woodridge,Australia,2005-08-18 19:21:56,4.99
728,REUNION WITCHES,Drama,535,JAVIER ELROD,Lethbridge,Canada,2005-08-18 21:57:50,0.99
813,SMOOCHY CONTROL,Sports,535,JAVIER ELROD,Woodridge,Australia,2005-08-18 22:32:39,1.99
227,DETAILS PACKER,Games,535,JAVIER ELROD,Woodridge,Australia,2005-08-20 07:07:37,4.99
17,ALONE TRIP,Music,535,JAVIER ELROD,Woodridge,Australia,2005-08-20 14:45:23,0.99
456,INCH JET,Animation,535,JAVIER ELROD,Lethbridge,Canada,2005-08-21 15:01:34,4.99
421,HOLIDAY GAMES,Foreign,535,JAVIER ELROD,Woodridge,Australia,2005-08-22 11:04:52,5.99
69,BEVERLY OUTLAW,Sci-Fi,535,JAVIER ELROD,Woodridge,Australia,2005-08-22 19:19:37,6.99
143,CHILL LUCK,Drama,535,JAVIER ELROD,Woodridge,Australia,2005-08-23 21:27:11,0.99
54,BANGER PINOCCHIO,Music,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-05-26 12:15:13,0.99
936,VANISHING ROCKY,Music,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-05-30 12:32:39,6.99
35,ARACHNOPHOBIA ROLLERCOASTER,Horror,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-06-16 04:31:57,4.99
958,WARDROBE PHANTOM,Drama,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-06-17 09:08:58,2.99
592,MONSTER SPARTACUS,Music,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-06-18 16:33:22,2.99
16,ALLEY EVOLUTION,Foreign,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-05 23:13:51,4.99
992,WRATH MILE,Documentary,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-06 00:46:54,0.99
608,MURDER ANTITRUST,Children,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-07 23:17:12,2.99
493,KANE EXORCIST,Foreign,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-09 10:43:34,0.99
724,REMEMBER DIARY,Family,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-11 22:43:44,5.99
781,SEVEN SWARM,Games,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-27 03:53:43,4.99
980,WIZARD COLDBLOODED,Music,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-29 10:32:33,4.99
776,SECRET GROUNDHOG,Documentary,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-07-29 16:07:47,4.99
341,FROST HEAD,Classics,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-30 03:34:26,2.99
764,SATURDAY LAMBS,Sports,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-07-30 20:38:22,8.99
676,PHILADELPHIA WIFE,Sports,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-31 08:39:13,4.99
458,INDIAN LOVE,Family,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-07-31 18:20:56,3.99
135,CHANCE RESURRECTION,Sports,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-08-02 21:52:03,6.99
399,HAPPINESS UNITED,Foreign,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-08-17 12:43:46,2.99
334,FREDDY STORM,Horror,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-08-17 18:01:15,4.99
20,AMELIE HELLFIGHTERS,Music,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-08-17 20:57:02,8.99
203,DAISY MENAGERIE,Sci-Fi,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-08-20 02:05:57,4.99
518,LIAISONS SWEET,Travel,536,FERNANDO CHURCHILL,Woodridge,Australia,2005-08-22 13:04:32,7.99
971,WHALE BIKINI,Foreign,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-08-23 20:08:18,8.99
816,SNOWMAN ROLLERCOASTER,Animation,536,FERNANDO CHURCHILL,Lethbridge,Canada,2005-08-23 20:08:26,0.99
715,RANGE MOONWALKER,Family,537,CLINTON BUFORD,Lethbridge,Canada,2005-05-28 14:27:51,4.99
700,PRIX UNDEFEATED,Family,537,CLINTON BUFORD,Woodridge,Australia,2005-06-15 19:10:07,2.99
760,SAMURAI LION,New,537,CLINTON BUFORD,Woodridge,Australia,2005-06-18 01:10:36,2.99
893,TITANS JERK,Sci-Fi,537,CLINTON BUFORD,Lethbridge,Canada,2005-06-19 05:05:11,8.99
304,FARGO GANDHI,Children,537,CLINTON BUFORD,Woodridge,Australia,2005-06-20 19:29:09,8.99
191,CROOKED FROGMEN,Children,537,CLINTON BUFORD,Lethbridge,Canada,2005-07-06 02:45:35,0.99
309,FEUD FROGMEN,Family,537,CLINTON BUFORD,Lethbridge,Canada,2005-07-06 16:59:20,0.99
254,DRIVER ANNIE,Sports,537,CLINTON BUFORD,Woodridge,Australia,2005-07-10 06:08:14,2.99
331,FORWARD TEMPLE,Games,537,CLINTON BUFORD,Woodridge,Australia,2005-07-10 19:08:51,5.99
673,PERSONAL LADYBUGS,Music,537,CLINTON BUFORD,Woodridge,Australia,2005-07-11 18:14:05,2.99
845,STEPMOM DREAM,Foreign,537,CLINTON BUFORD,Lethbridge,Canada,2005-07-11 23:05:49,4.99
687,POCUS PULP,Documentary,537,CLINTON BUFORD,Woodridge,Australia,2005-07-12 14:33:01,0.99
514,LEBOWSKI SOLDIERS,Drama,537,CLINTON BUFORD,Woodridge,Australia,2005-07-27 08:10:29,2.99
6,AGENT TRUMAN,Foreign,537,CLINTON BUFORD,Woodridge,Australia,2005-07-28 08:00:38,4.99
158,CLONES PINOCCHIO,Music,537,CLINTON BUFORD,Lethbridge,Canada,2005-07-28 19:32:41,4.99
324,FLINTSTONES HAPPINESS,Comedy,537,CLINTON BUFORD,Woodridge,Australia,2005-07-29 01:02:42,4.99
213,DATE SPEED,Family,537,CLINTON BUFORD,Lethbridge,Canada,2005-07-31 16:31:17,2.99
915,TRUMAN CRAZY,Action,537,CLINTON BUFORD,Woodridge,Australia,2005-08-19 07:06:51,4.99
702,PULP BEVERLY,Horror,537,CLINTON BUFORD,Lethbridge,Canada,2005-08-20 15:32:09,4.99
207,DANGEROUS UPTOWN,Foreign,537,CLINTON BUFORD,Lethbridge,Canada,2005-08-20 20:29:46,4.99
981,WOLVES DESIRE,Travel,537,CLINTON BUFORD,Woodridge,Australia,2005-08-21 14:32:27,0.99
942,VIETNAM SMOOCHY,Drama,537,CLINTON BUFORD,Lethbridge,Canada,2005-08-21 19:54:11,0.99
672,PERFECT GROOVE,Comedy,537,CLINTON BUFORD,Woodridge,Australia,2005-08-22 14:08:06,2.99
321,FLASH WARS,New,537,CLINTON BUFORD,Lethbridge,Canada,2005-08-23 15:21:35,8.99
768,SCARFACE BANG,Children,537,CLINTON BUFORD,Lethbridge,Canada,2006-02-14 15:16:03,4.99
608,MURDER ANTITRUST,Children,538,TED BREAUX,Lethbridge,Canada,2005-05-28 13:41:56,2.99
678,PICKUP DRIVING,Sports,538,TED BREAUX,Lethbridge,Canada,2005-05-29 07:38:52,4.99
300,FALCON VOLUME,Animation,538,TED BREAUX,Lethbridge,Canada,2005-06-15 10:21:45,5.99
898,TOURIST PELICAN,Sports,538,TED BREAUX,Woodridge,Australia,2005-06-17 05:18:32,4.99
789,SHOCK CABIN,Foreign,538,TED BREAUX,Lethbridge,Canada,2005-06-19 12:18:17,4.99
329,FORREST SONS,Action,538,TED BREAUX,Lethbridge,Canada,2005-06-20 23:19:33,2.99
173,CONFESSIONS MAGUIRE,Drama,538,TED BREAUX,Woodridge,Australia,2005-07-06 02:37:10,4.99
659,PARK CITIZEN,Action,538,TED BREAUX,Woodridge,Australia,2005-07-09 07:53:22,8.99
340,FRONTIER CABIN,New,538,TED BREAUX,Lethbridge,Canada,2005-07-09 18:42:16,4.99
628,NORTHWEST POLISH,Sports,538,TED BREAUX,Lethbridge,Canada,2005-07-09 23:57:44,2.99
716,REAP UNFAITHFUL,Horror,538,TED BREAUX,Woodridge,Australia,2005-07-10 20:18:09,2.99
559,MARRIED GO,Sci-Fi,538,TED BREAUX,Lethbridge,Canada,2005-07-11 08:19:56,2.99
377,GREASE YOUTH,Family,538,TED BREAUX,Woodridge,Australia,2005-07-11 19:19:06,0.99
12,ALASKA PHANTOM,Music,538,TED BREAUX,Lethbridge,Canada,2005-07-26 23:13:34,0.99
635,OKLAHOMA JUMANJI,New,538,TED BREAUX,Woodridge,Australia,2005-07-28 03:39:25,0.99
577,MILE MULAN,Sports,538,TED BREAUX,Lethbridge,Canada,2005-07-29 19:40:08,0.99
839,STALLION SUNDANCE,Sci-Fi,538,TED BREAUX,Woodridge,Australia,2005-07-30 16:52:43,0.99
782,SHAKESPEARE SADDLE,Sports,538,TED BREAUX,Woodridge,Australia,2005-07-31 05:35:48,4.99
861,SUIT WALLS,Games,538,TED BREAUX,Lethbridge,Canada,2005-07-31 14:11:57,4.99
670,PELICAN COMFORTS,Documentary,538,TED BREAUX,Lethbridge,Canada,2005-07-31 15:29:00,8.99
863,SUN CONFESSIONS,Sci-Fi,538,TED BREAUX,Lethbridge,Canada,2005-08-01 18:28:17,3.99
617,NATURAL STOCK,Family,538,TED BREAUX,Lethbridge,Canada,2005-08-01 19:25:18,5.99
426,HOME PITY,Music,538,TED BREAUX,Woodridge,Australia,2005-08-02 03:48:13,4.99
141,CHICAGO NORTH,Games,538,TED BREAUX,Lethbridge,Canada,2005-08-17 22:20:29,5.99
11,ALAMO VIDEOTAPE,Foreign,538,TED BREAUX,Woodridge,Australia,2005-08-20 03:44:26,1.99
222,DESERT POSEIDON,Horror,538,TED BREAUX,Woodridge,Australia,2005-08-20 11:45:54,4.99
306,FEATHERS METAL,Games,538,TED BREAUX,Lethbridge,Canada,2005-08-21 16:44:31,2.99
747,ROXANNE REBEL,Games,538,TED BREAUX,Woodridge,Australia,2005-08-21 17:30:09,0.99
568,MEMENTO ZOOLANDER,Comedy,538,TED BREAUX,Woodridge,Australia,2005-08-22 21:01:25,6.99
81,BLINDNESS GUN,Sci-Fi,539,MATHEW BOLIN,Lethbridge,Canada,2005-05-26 14:30:24,4.99
875,TALENTED HOMICIDE,Sports,539,MATHEW BOLIN,Woodridge,Australia,2005-05-27 04:11:04,0.99
42,ARTIST COLDBLOODED,Sports,539,MATHEW BOLIN,Woodridge,Australia,2005-06-15 08:25:33,3.99
89,BORROWERS BEDAZZLED,Animation,539,MATHEW BOLIN,Woodridge,Australia,2005-06-15 11:11:39,0.99
287,ENTRAPMENT SATISFACTION,Action,539,MATHEW BOLIN,Woodridge,Australia,2005-06-15 19:08:16,4.99
789,SHOCK CABIN,Foreign,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-07 02:45:02,2.99
176,CONGENIALITY QUEST,Sports,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-07 13:51:54,0.99
676,PHILADELPHIA WIFE,Sports,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-09 05:40:04,4.99
10,ALADDIN CALENDAR,Sports,539,MATHEW BOLIN,Woodridge,Australia,2005-07-09 08:01:51,7.99
443,HURRICANE AFFAIR,Comedy,539,MATHEW BOLIN,Woodridge,Australia,2005-07-10 00:11:44,2.99
979,WITCHES PANIC,Drama,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-12 20:20:53,5.99
118,CANYON STOCK,Animation,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-28 07:13:20,2.99
572,METROPOLIS COMA,Sci-Fi,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-29 00:41:38,6.99
291,EVOLUTION ALTER,Sports,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-29 19:26:47,5.99
992,WRATH MILE,Documentary,539,MATHEW BOLIN,Woodridge,Australia,2005-07-30 14:18:16,0.99
50,BAKED CLEOPATRA,Family,539,MATHEW BOLIN,Woodridge,Australia,2005-07-31 10:01:06,7.99
232,DIRTY ACE,Games,539,MATHEW BOLIN,Lethbridge,Canada,2005-07-31 10:52:43,4.99
987,WORDS HUNTER,Music,539,MATHEW BOLIN,Lethbridge,Canada,2005-08-02 02:14:40,3.99
621,NETWORK PEAK,Family,539,MATHEW BOLIN,Woodridge,Australia,2005-08-19 02:05:11,2.99
406,HAUNTING PIANIST,Games,539,MATHEW BOLIN,Woodridge,Australia,2005-08-20 06:28:53,2.99
521,LIES TREATMENT,Drama,539,MATHEW BOLIN,Lethbridge,Canada,2005-08-20 12:03:44,5.99
984,WONDERFUL DROP,Foreign,539,MATHEW BOLIN,Lethbridge,Canada,2005-08-22 21:24:19,2.99
597,MOONWALKER FOOL,Games,541,DARREN WINDHAM,Woodridge,Australia,2005-05-31 03:16:15,7.99
520,LICENSE WEEKEND,Sci-Fi,541,DARREN WINDHAM,Lethbridge,Canada,2005-05-31 09:07:33,4.99
636,OLEANDER CLUE,Music,541,DARREN WINDHAM,Lethbridge,Canada,2005-06-17 10:34:59,2.99
583,MISSION ZOOLANDER,Animation,541,DARREN WINDHAM,Woodridge,Australia,2005-06-19 13:59:05,6.99
503,KRAMER CHOCOLATE,Sports,541,DARREN WINDHAM,Lethbridge,Canada,2005-07-09 02:01:05,2.99
345,GABLES METROPOLIS,Family,541,DARREN WINDHAM,Lethbridge,Canada,2005-07-09 10:43:54,4.99
995,YENTL IDAHO,Horror,541,DARREN WINDHAM,Lethbridge,Canada,2005-07-12 01:27:09,7.99
494,KARATE MOON,Horror,541,DARREN WINDHAM,Lethbridge,Canada,2005-07-12 13:38:06,2.99
929,USUAL UNTOUCHABLES,Foreign,541,DARREN WINDHAM,Lethbridge,Canada,2005-07-28 19:14:00,8.99
68,BETRAYED REAR,Children,541,DARREN WINDHAM,Lethbridge,Canada,2005-07-29 03:52:49,4.99
489,JUGGLER HARDLY,Animation,541,DARREN WINDHAM,Woodridge,Australia,2005-07-31 03:43:43,2.98
619,NEIGHBORS CHARADE,Sports,541,DARREN WINDHAM,Woodridge,Australia,2005-08-01 04:19:18,5.99
743,ROOM ROMAN,Animation,541,DARREN WINDHAM,Lethbridge,Canada,2005-08-02 14:20:55,0.99
843,STEEL SANTA,Classics,541,DARREN WINDHAM,Woodridge,Australia,2005-08-18 05:47:55,4.99
439,HUNCHBACK IMPOSSIBLE,Drama,541,DARREN WINDHAM,Lethbridge,Canada,2005-08-18 09:06:30,4.99
1000,ZORRO ARK,Comedy,541,DARREN WINDHAM,Woodridge,Australia,2005-08-19 03:49:28,7.99
725,REQUIEM TYCOON,Classics,541,DARREN WINDHAM,Woodridge,Australia,2005-08-19 16:22:13,4.99
751,RUNAWAY TENENBAUMS,New,541,DARREN WINDHAM,Woodridge,Australia,2005-08-20 07:22:53,0.99
90,BOULEVARD MOB,New,541,DARREN WINDHAM,Woodridge,Australia,2005-08-22 05:52:39,6.99
91,BOUND CHEAPER,Classics,541,DARREN WINDHAM,Woodridge,Australia,2005-08-22 10:58:43,4.99
51,BALLOON HOMEWARD,Music,541,DARREN WINDHAM,Lethbridge,Canada,2005-08-22 13:41:49,3.99
489,JUGGLER HARDLY,Animation,541,DARREN WINDHAM,Lethbridge,Canada,2005-08-22 17:13:39,2.98
1,ACADEMY DINOSAUR,Documentary,541,DARREN WINDHAM,Lethbridge,Canada,2005-08-22 23:56:37,0.99
247,DOWNHILL ENOUGH,Comedy,541,DARREN WINDHAM,Lethbridge,Canada,2005-08-23 18:08:59,1.99
375,GRAIL FRANKENSTEIN,Action,543,LANCE PEMBERTON,Lethbridge,Canada,2005-05-26 13:06:05,6.99
535,LOVE SUICIDES,Horror,543,LANCE PEMBERTON,Lethbridge,Canada,2005-05-27 22:31:36,1.99
767,SCALAWAG DUCK,Music,543,LANCE PEMBERTON,Lethbridge,Canada,2005-06-16 15:00:14,4.99
104,BUGSY SONG,Foreign,543,LANCE PEMBERTON,Woodridge,Australia,2005-06-18 17:40:44,2.99
845,STEPMOM DREAM,Foreign,543,LANCE PEMBERTON,Lethbridge,Canada,2005-06-20 14:15:39,4.99
43,ATLANTIS CAUSE,Family,543,LANCE PEMBERTON,Lethbridge,Canada,2005-06-20 18:41:47,2.99
159,CLOSER BANG,Comedy,543,LANCE PEMBERTON,Woodridge,Australia,2005-06-21 22:19:25,5.99
789,SHOCK CABIN,Foreign,543,LANCE PEMBERTON,Woodridge,Australia,2005-07-08 19:59:14,2.99
83,BLUES INSTINCT,Family,543,LANCE PEMBERTON,Lethbridge,Canada,2005-07-09 23:05:47,4.99
826,SPEED SUIT,Travel,543,LANCE PEMBERTON,Woodridge,Australia,2005-07-11 02:02:03,4.99
51,BALLOON HOMEWARD,Music,543,LANCE PEMBERTON,Lethbridge,Canada,2005-07-27 13:03:14,2.99
880,TELEMARK HEARTBREAKERS,Animation,543,LANCE PEMBERTON,Lethbridge,Canada,2005-07-29 12:00:27,5.98
666,PAYCHECK WAIT,Drama,543,LANCE PEMBERTON,Lethbridge,Canada,2005-07-29 23:06:13,4.99
880,TELEMARK HEARTBREAKERS,Animation,543,LANCE PEMBERTON,Woodridge,Australia,2005-07-31 00:11:19,5.98
314,FIGHT JAWBREAKER,Animation,543,LANCE PEMBERTON,Woodridge,Australia,2005-07-31 17:40:53,0.99
525,LOATHING LEGALLY,Classics,543,LANCE PEMBERTON,Lethbridge,Canada,2005-08-01 02:49:43,0.99
961,WASH HEAVENLY,Foreign,543,LANCE PEMBERTON,Lethbridge,Canada,2005-08-01 11:45:58,4.99
798,SILVERADO GOLDFINGER,Sci-Fi,543,LANCE PEMBERTON,Woodridge,Australia,2005-08-02 13:29:24,9.99
280,EMPIRE MALKOVICH,Children,543,LANCE PEMBERTON,Lethbridge,Canada,2005-08-17 06:13:30,2.99
423,HOLLYWOOD ANONYMOUS,Children,543,LANCE PEMBERTON,Woodridge,Australia,2005-08-19 14:24:48,0.99
870,SWARM GOLD,Horror,543,LANCE PEMBERTON,Lethbridge,Canada,2005-08-22 19:10:26,1.99
382,GRIT CLOCKWORK,Games,543,LANCE PEMBERTON,Lethbridge,Canada,2005-08-23 13:46:27,1.99
912,TROJAN TOMORROW,Sci-Fi,544,CODY NOLEN,Woodridge,Australia,2005-05-27 12:29:02,2.99
609,MUSCLE BRIGHT,Travel,544,CODY NOLEN,Woodridge,Australia,2005-05-30 03:27:17,2.99
848,STONE FIRE,Travel,544,CODY NOLEN,Lethbridge,Canada,2005-06-15 05:33:52,1.99
